type,t,p,v
current,145,8170,96
current,146,8266,96
deadend,146,8266,-
current,145,8170,96
deadend,145,8170,-
current,144,8074,97
current,145,8171,97
deadend,145,8171,-
current,144,8074,97
deadend,144,8074,-
current,143,7977,98
current,144,8075,98
deadend,144,8075,-
current,143,7977,98
deadend,143,7977,-
current,142,7879,98
newpath,143,7976,97
current,143,7976,97
newpath,144,8072,96
current,144,8072,96
newpath,145,8168,96
current,145,8168,96
newpath,146,8263,95
current,146,8263,95
newpath,147,8357,94
current,147,8357,94
newpath,148,8450,93
current,148,8450,93
newpath,149,8542,92
current,149,8542,92
newpath,150,8633,91
current,150,8633,91
newpath,151,8723,90
current,151,8723,90
deadend,151,8723,-
current,150,8633,91
current,151,8724,91
deadend,151,8724,-
current,150,8633,91
deadend,150,8633,-
current,149,8542,92
current,150,8634,92
deadend,150,8634,-
current,149,8542,92
deadend,149,8542,-
current,148,8450,93
current,149,8543,93
deadend,149,8543,-
current,148,8450,93
deadend,148,8450,-
current,147,8357,94
current,148,8451,94
deadend,148,8451,-
current,147,8357,94
deadend,147,8357,-
current,146,8263,95
current,147,8358,95
deadend,147,8358,-
current,146,8263,95
deadend,146,8263,-
current,145,8168,96
current,146,8264,96
deadend,146,8264,-
current,145,8168,96
deadend,145,8168,-
current,144,8072,96
newpath,145,8167,95
current,145,8167,95
newpath,146,8261,94
current,146,8261,94
newpath,147,8355,94
current,147,8355,94
newpath,148,8448,93
current,148,8448,93
newpath,149,8540,92
current,149,8540,92
newpath,150,8631,91
current,150,8631,91
newpath,151,8721,90
current,151,8721,90
deadend,151,8721,-
current,150,8631,91
current,151,8722,91
deadend,151,8722,-
current,150,8631,91
deadend,150,8631,-
current,149,8540,92
current,150,8632,92
deadend,150,8632,-
current,149,8540,92
deadend,149,8540,-
current,148,8448,93
current,149,8541,93
deadend,149,8541,-
current,148,8448,93
deadend,148,8448,-
current,147,8355,94
current,148,8449,94
deadend,148,8449,-
current,147,8355,94
deadend,147,8355,-
current,146,8261,94
newpath,147,8354,93
current,147,8354,93
newpath,148,8446,92
current,148,8446,92
newpath,149,8538,92
current,149,8538,92
newpath,150,8629,91
current,150,8629,91
newpath,151,8719,90
current,151,8719,90
deadend,151,8719,-
current,150,8629,91
current,151,8720,91
deadend,151,8720,-
current,150,8629,91
deadend,150,8629,-
current,149,8538,92
current,150,8630,92
deadend,150,8630,-
current,149,8538,92
deadend,149,8538,-
current,148,8446,92
newpath,149,8537,91
current,149,8537,91
newpath,150,8627,90
current,150,8627,90
newpath,151,8716,89
current,151,8716,89
deadend,151,8716,-
current,150,8627,90
current,151,8718,91
deadend,151,8718,-
current,150,8627,90
deadend,150,8627,-
current,149,8537,91
current,150,8628,91
deadend,150,8628,-
current,149,8537,91
deadend,149,8537,-
current,148,8446,92
current,149,8539,93
deadend,149,8539,-
current,148,8446,92
deadend,148,8446,-
current,147,8354,93
current,148,8447,93
deadend,148,8447,-
current,147,8354,93
deadend,147,8354,-
current,146,8261,94
current,147,8356,95
deadend,147,8356,-
current,146,8261,94
deadend,146,8261,-
current,145,8167,95
current,146,8262,95
deadend,146,8262,-
current,145,8167,95
deadend,145,8167,-
current,144,8072,96
current,145,8169,97
deadend,145,8169,-
current,144,8072,96
deadend,144,8072,-
current,143,7976,97
current,144,8073,97
deadend,144,8073,-
current,143,7976,97
deadend,143,7976,-
current,142,7879,98
current,143,7978,99
deadend,143,7978,-
current,142,7879,98
deadend,142,7879,-
current,141,7781,99
current,142,7880,99
deadend,142,7880,-
current,141,7781,99
deadend,141,7781,-
current,140,7682,100
current,141,7783,101
newpath,142,7884,101
current,142,7884,101
current,143,7986,102
current,144,8089,103
current,145,8193,104
current,146,8298,105
current,147,8404,106
current,148,8511,107
current,149,8619,108
current,150,8728,109
deadend,150,8728,-
current,149,8619,108
deadend,149,8619,-
current,148,8511,107
deadend,148,8511,-
current,147,8404,106
deadend,147,8404,-
current,146,8298,105
deadend,146,8298,-
current,145,8193,104
deadend,145,8193,-
current,144,8089,103
deadend,144,8089,-
current,143,7986,102
deadend,143,7986,-
current,142,7885,102
newpath,143,7987,102
current,143,7987,102
current,144,8090,103
current,145,8194,104
current,146,8299,105
current,147,8405,106
current,148,8512,107
current,149,8620,108
current,150,8729,109
deadend,150,8729,-
current,149,8620,108
deadend,149,8620,-
current,148,8512,107
deadend,148,8512,-
current,147,8405,106
deadend,147,8405,-
current,146,8299,105
deadend,146,8299,-
current,145,8194,104
deadend,145,8194,-
current,144,8090,103
deadend,144,8090,-
current,143,7988,103
newpath,144,8091,103
current,144,8091,103
current,145,8195,104
current,146,8300,105
current,147,8406,106
current,148,8513,107
current,149,8621,108
current,150,8730,109
deadend,150,8730,-
current,149,8621,108
deadend,149,8621,-
current,148,8513,107
deadend,148,8513,-
current,147,8406,106
deadend,147,8406,-
current,146,8300,105
deadend,146,8300,-
current,145,8195,104
deadend,145,8195,-
current,144,8092,104
current,145,8197,105
newpath,146,8302,105
current,146,8302,105
current,147,8407,105
deadend,147,8407,-
newpath,146,8301,104
current,146,8301,104
deadend,146,8301,-
current,145,8197,105
current,146,8303,106
newpath,147,8409,106
current,147,8409,106
newpath,148,8515,106
current,148,8515,106
current,149,8622,107
deadend,149,8622,-
newpath,148,8514,105
current,148,8514,105
deadend,148,8514,-
current,147,8409,106
current,148,8516,107
newpath,149,8623,107
current,149,8623,107
current,150,8731,108
deadend,150,8731,-
current,149,8624,108
newpath,150,8732,108
current,150,8732,108
deadend,150,8732,-
current,149,8624,108
current,150,8733,109
deadend,150,8733,-
current,149,8624,108
deadend,149,8624,-
current,148,8516,107
current,149,8623,107
deadend,149,8623,-
current,148,8516,107
deadend,148,8516,-
current,147,8409,106
current,148,8515,106
deadend,148,8515,-
current,147,8409,106
deadend,147,8409,-
current,146,8303,106
current,147,8410,107
newpath,148,8517,107
current,148,8517,107
current,149,8625,108
current,150,8734,109
deadend,150,8734,-
current,149,8625,108
deadend,149,8625,-
current,148,8518,108
newpath,149,8626,108
current,149,8626,108
current,150,8735,109
deadend,150,8735,-
current,149,8627,109
newpath,150,8736,109
current,150,8736,109
deadend,150,8736,-
current,149,8627,109
current,150,8737,110
deadend,150,8737,-
current,149,8627,109
deadend,149,8627,-
current,148,8518,108
current,149,8626,108
deadend,149,8626,-
current,148,8518,108
deadend,148,8518,-
current,147,8410,107
current,148,8517,107
deadend,148,8517,-
current,147,8410,107
deadend,147,8410,-
current,146,8303,106
deadend,146,8303,-
current,145,8197,105
current,146,8302,105
deadend,146,8302,-
current,145,8197,105
deadend,145,8197,-
current,144,8092,104
deadend,144,8092,-
current,143,7988,103
current,144,8091,103
deadend,144,8091,-
current,143,7988,103
deadend,143,7988,-
current,142,7885,102
current,143,7987,102
deadend,143,7987,-
current,142,7885,102
deadend,142,7885,-
current,141,7783,101
current,142,7884,101
deadend,142,7884,-
current,141,7783,101
deadend,141,7783,-
current,140,7682,100
deadend,140,7682,-
current,139,7582,100
newpath,140,7681,99
current,140,7681,99
newpath,141,7779,98
current,141,7779,98
newpath,142,7877,98
current,142,7877,98
newpath,143,7974,97
current,143,7974,97
newpath,144,8070,96
current,144,8070,96
newpath,145,8165,95
current,145,8165,95
newpath,146,8259,94
current,146,8259,94
newpath,147,8352,93
current,147,8352,93
newpath,148,8444,92
current,148,8444,92
newpath,149,8535,91
current,149,8535,91
newpath,150,8625,90
current,150,8625,90
newpath,151,8714,89
current,151,8714,89
deadend,151,8714,-
current,150,8625,90
current,151,8715,90
deadend,151,8715,-
current,150,8625,90
deadend,150,8625,-
current,149,8535,91
current,150,8626,91
deadend,150,8626,-
current,149,8535,91
deadend,149,8535,-
current,148,8444,92
current,149,8536,92
deadend,149,8536,-
current,148,8444,92
deadend,148,8444,-
current,147,8352,93
current,148,8445,93
deadend,148,8445,-
current,147,8352,93
deadend,147,8352,-
current,146,8259,94
current,147,8353,94
deadend,147,8353,-
current,146,8259,94
deadend,146,8259,-
current,145,8165,95
current,146,8260,95
deadend,146,8260,-
current,145,8165,95
deadend,145,8165,-
current,144,8070,96
current,145,8166,96
deadend,145,8166,-
current,144,8070,96
deadend,144,8070,-
current,143,7974,97
current,144,8071,97
deadend,144,8071,-
current,143,7974,97
deadend,143,7974,-
current,142,7877,98
current,143,7975,98
deadend,143,7975,-
current,142,7877,98
deadend,142,7877,-
current,141,7779,98
newpath,142,7876,97
current,142,7876,97
newpath,143,7972,96
current,143,7972,96
newpath,144,8068,96
current,144,8068,96
newpath,145,8163,95
current,145,8163,95
newpath,146,8257,94
current,146,8257,94
newpath,147,8350,93
current,147,8350,93
newpath,148,8442,92
current,148,8442,92
newpath,149,8533,91
current,149,8533,91
newpath,150,8623,90
current,150,8623,90
newpath,151,8712,89
current,151,8712,89
deadend,151,8712,-
current,150,8623,90
current,151,8713,90
deadend,151,8713,-
current,150,8623,90
deadend,150,8623,-
current,149,8533,91
current,150,8624,91
deadend,150,8624,-
current,149,8533,91
deadend,149,8533,-
current,148,8442,92
current,149,8534,92
deadend,149,8534,-
current,148,8442,92
deadend,148,8442,-
current,147,8350,93
current,148,8443,93
deadend,148,8443,-
current,147,8350,93
deadend,147,8350,-
current,146,8257,94
current,147,8351,94
deadend,147,8351,-
current,146,8257,94
deadend,146,8257,-
current,145,8163,95
current,146,8258,95
deadend,146,8258,-
current,145,8163,95
deadend,145,8163,-
current,144,8068,96
current,145,8164,96
deadend,145,8164,-
current,144,8068,96
deadend,144,8068,-
current,143,7972,96
newpath,144,8067,95
current,144,8067,95
newpath,145,8161,94
current,145,8161,94
newpath,146,8255,94
current,146,8255,94
newpath,147,8348,93
current,147,8348,93
newpath,148,8440,92
current,148,8440,92
newpath,149,8531,91
current,149,8531,91
newpath,150,8621,90
current,150,8621,90
newpath,151,8710,89
current,151,8710,89
deadend,151,8710,-
current,150,8621,90
current,151,8711,90
deadend,151,8711,-
current,150,8621,90
deadend,150,8621,-
current,149,8531,91
current,150,8622,91
deadend,150,8622,-
current,149,8531,91
deadend,149,8531,-
current,148,8440,92
current,149,8532,92
deadend,149,8532,-
current,148,8440,92
deadend,148,8440,-
current,147,8348,93
current,148,8441,93
deadend,148,8441,-
current,147,8348,93
deadend,147,8348,-
current,146,8255,94
current,147,8349,94
deadend,147,8349,-
current,146,8255,94
deadend,146,8255,-
current,145,8161,94
newpath,146,8254,93
current,146,8254,93
newpath,147,8346,92
current,147,8346,92
newpath,148,8438,92
current,148,8438,92
newpath,149,8529,91
current,149,8529,91
newpath,150,8619,90
current,150,8619,90
newpath,151,8708,89
current,151,8708,89
deadend,151,8708,-
current,150,8619,90
current,151,8709,90
deadend,151,8709,-
current,150,8619,90
deadend,150,8619,-
current,149,8529,91
current,150,8620,91
deadend,150,8620,-
current,149,8529,91
deadend,149,8529,-
current,148,8438,92
current,149,8530,92
deadend,149,8530,-
current,148,8438,92
deadend,148,8438,-
current,147,8346,92
newpath,148,8437,91
current,148,8437,91
newpath,149,8527,90
current,149,8527,90
newpath,150,8617,90
current,150,8617,90
newpath,151,8706,89
current,151,8706,89
deadend,151,8706,-
current,150,8617,90
current,151,8707,90
deadend,151,8707,-
current,150,8617,90
deadend,150,8617,-
current,149,8527,90
newpath,150,8616,89
current,150,8616,89
newpath,151,8704,88
current,151,8704,88
deadend,151,8704,-
current,150,8616,89
current,151,8705,89
deadend,151,8705,-
current,150,8616,89
deadend,150,8616,-
current,149,8527,90
current,150,8618,91
deadend,150,8618,-
current,149,8527,90
deadend,149,8527,-
current,148,8437,91
current,149,8528,91
deadend,149,8528,-
current,148,8437,91
deadend,148,8437,-
current,147,8346,92
current,148,8439,93
deadend,148,8439,-
current,147,8346,92
deadend,147,8346,-
current,146,8254,93
current,147,8347,93
deadend,147,8347,-
current,146,8254,93
deadend,146,8254,-
current,145,8161,94
current,146,8256,95
deadend,146,8256,-
current,145,8161,94
deadend,145,8161,-
current,144,8067,95
current,145,8162,95
deadend,145,8162,-
current,144,8067,95
deadend,144,8067,-
current,143,7972,96
current,144,8069,97
deadend,144,8069,-
current,143,7972,96
deadend,143,7972,-
current,142,7876,97
current,143,7973,97
deadend,143,7973,-
current,142,7876,97
deadend,142,7876,-
current,141,7779,98
current,142,7878,99
deadend,142,7878,-
current,141,7779,98
deadend,141,7779,-
current,140,7681,99
current,141,7780,99
deadend,141,7780,-
current,140,7681,99
deadend,140,7681,-
current,139,7582,100
current,140,7683,101
newpath,141,7784,101
current,141,7784,101
current,142,7886,102
current,143,7989,103
current,144,8093,104
current,145,8198,105
current,146,8304,106
current,147,8411,107
current,148,8519,108
current,149,8628,109
current,150,8738,110
deadend,150,8738,-
current,149,8628,109
deadend,149,8628,-
current,148,8519,108
deadend,148,8519,-
current,147,8411,107
deadend,147,8411,-
current,146,8304,106
deadend,146,8304,-
current,145,8198,105
deadend,145,8198,-
current,144,8093,104
deadend,144,8093,-
current,143,7989,103
deadend,143,7989,-
current,142,7886,102
deadend,142,7886,-
current,141,7785,102
newpath,142,7887,102
current,142,7887,102
current,143,7990,103
current,144,8094,104
current,145,8199,105
current,146,8305,106
current,147,8412,107
current,148,8520,108
current,149,8629,109
current,150,8739,110
deadend,150,8739,-
current,149,8629,109
deadend,149,8629,-
current,148,8520,108
deadend,148,8520,-
current,147,8412,107
deadend,147,8412,-
current,146,8305,106
deadend,146,8305,-
current,145,8199,105
deadend,145,8199,-
current,144,8094,104
deadend,144,8094,-
current,143,7990,103
deadend,143,7990,-
current,142,7888,103
newpath,143,7991,103
current,143,7991,103
current,144,8095,104
current,145,8200,105
current,146,8306,106
current,147,8413,107
current,148,8521,108
current,149,8630,109
current,150,8740,110
deadend,150,8740,-
current,149,8630,109
deadend,149,8630,-
current,148,8521,108
deadend,148,8521,-
current,147,8413,107
deadend,147,8413,-
current,146,8306,106
deadend,146,8306,-
current,145,8200,105
deadend,145,8200,-
current,144,8095,104
deadend,144,8095,-
current,143,7992,104
newpath,144,8096,104
current,144,8096,104
current,145,8201,105
